,0
52,Without knowledge action is useless and knowledge without action is futile.
53,He who avoids complaint invites happiness.
54,"If you expect the blessings of God, be kind to His people."
55,"O man you are busy working for the world, and the world is busy trying to turn you out."
56,"There are five dark matters and five lamps. Love of this world is darkness, and the fear of Allaah is its lamp. Sin is darkness, and its lamp is repentance. The grave is darkness, and its lamp is 'none has the right to be worshipped but Allaah, and Muhammad is the messenger of Allaah.' The hereafter is darkness, and its lamp is the good deed. The Siraat is darkness, and its lamp is certainty of faith."
57,It is a matter of shame that in the morning the birds should be awake earlier than you.
58,"He who prays five times a day is in the protection of God, and he who is protected by God cannot be harmed by anyone."
59,Use the same measure for selling that you use for purchasing.
60,
61,"If an ignorant person is attracted by the things of the world, that is bad. But if a learned person is thus attracted, it is worse."
62,"Every day, nay every moment, try to do some good deed."
63,"The greatest truth is honesty, and the greatest falsehood is dishonesty."
64,"Do not look down upon any Muslim, for even the most inferior believer is great in the eyes of God."
65,"When knowledge is limited - it leads to folly... When knowledge exceeds a certain limit, it leads to exploitation."
66,"He who fears to weep, should learn to be kind to those who weep."
67,"Death is the easiest of all things after it, and the hardest of all things before it."
68,"Our abode in this world is transitory, our life therein is but a loan, our breaths are numbered and our indolence is manifest."
69,"The more knowledge you have, the greater will be your fear of Allah."
70,"If you want to control other people, first control yourself."
71,"Be good to others, that will protect you against evil."
72,"The true believer is rewarded in every thing, even in affliction."
73,"He who is not impressed by sound advice, lacks faith."
74,"Do not follow vain desires; for verily he who prospers is preserved from lust, greed and anger."
75,
76,"To get what you love, you must first be patient with what you hate."
77,Knowledge without action is wastefulness and action without knowledge is foolishness.
78,Desires make slaves out of kings and patience makes kings out of slaves.
79,"Declare your jihad on thirteen enemies you cannot see - Egoism, Arrogance, Conceit, Selfishness, Greed, Lust, Intolerance, Anger, Lying, Cheating, Gossiping and Slandering. If you can master and destroy them, then will be ready to fight the enemy you can see."
80,Those who look for seashells will find seashells; those who open them will find pearls.
81,"Never have I dealt with anything more difficult than my own soul, which sometimes helps me and sometimes opposes me."
82,"If you see Allah, Mighty and Magnificent, holding back this world from you, frequently trying you with adversity and tribulation, know that you hold a great status with Him. Know that He is dealing with you as He does with His Awliya’ and chosen elite, and is watching over you."
83,You must convince your heart that whatever Allah has decreed is most appropriate and most beneficial for you.
84,"Dear friend,
Your heart is a polished mirror. You must wipe it dean of the veil of dust that has gathered upon it, because it is destined to reflect the light of divine secrets."
85,The happiness of the drop is to die in the river.
86,"Offen love between two people intensifies not because of beauty or some advantage, but because of sheer spiritual affinity."
87,Half of disbelief in Allah in the world is caused by people who make religion look ugly due to their bad conduct and ignorance
88,"Whoever says that all music is prohibited, let him also claim that the songs of birds are prohibited."
89,"To completely trust in Allah is to be like a child who knows deeply that even if he does not call for the mother, the mother is totally aware of his condition and is looking after him."
90,"Does money upset the hearts of learned men? He answered, ""men whose hearts are changed by money are not learned"""
91,"Remember your contemporaries who have passed away and were your age. Remember the honors and fame they earned, the high posts they held, and the beautiful bodies they possessed. Today all of them are turned to dust. They have left orphans and widows behind them, their wealth is being wasted, and their houses turned into ruins. 
No sign of them is left today, and they lie in dark holes underneath the earth. 
Picture their faces before your mind's eye and ponder."
92,The hypocrite looks for faults; the believer looks for excuses.
93,"Each of your breaths is a priceless jewel, since each of them is irreplaceable and once gone, can never be retrieved."
94,A man of bad character punishes  his own soul.
95,"The way to paradise is an uphill climb whereas hell is downhill. Hence, there is a struggle to get to paradise and not to hell."
96,"If you do not prepare now for the Afterlife, then when will you do so?"
97,"A human-being is not a human-being while his tendencies include self-indulgence, covetousness, temper and attacking other people"
98,The corruption of religions comes from turning them to mere words and appearances.
99,Do not dispute with anyone in any matter as far as possible. For in argumentation lies much harm and its evil is greater than its benefit.
100,
101,The door you open to give love is the very one through which love arrives.
102,"Be kind to everyone, and don't leave yourself out of the equation."
103,A life without change is not a life; it is a stagnant pool.
104,You always have energy to do what you are passionate about.
105,The people who matter will recognize who you are.
106,"If you desire to know where your spiritual work lies, look to your emotional pain."
107,The best way to get what you want is to realize you already have it.
108,Personal growth is not a matter of learning new information but of unlearning old limits.
109,Do not wait until the conditions are perfect to begin. Beginning makes the conditions perfect.
110,Happy people do not demand a lot from the world because their happiness proceeds from a place deeper than the world can touch.
111,Be happy with what you have. Be excited about what you want.
112,We believe we are hurt when we don't receive love. But that is not what hurts us. Our pain comes when we do not give love. We were born to love. You might say that we are divinely created love machines. We function most powerfully when we are giving love. The world has led us to believe that our wellbeing is dependent on other people loving us. But this is kind of upside down thinking that has caused so many of our problems. The truth is our well being is dependent on our giving love. It is not about what comes back; it is about what goes out!
113,"You can be helping many people, but if you are not helping yourself, you have missed the one person you were born to heal."
114,You change the past when you change the way you see it.
115,"Keep memories of insult on a short leash, and memories of blessing on a long one."
116,"Since you are the one who has to live with your choices, be sure they are your own."
117,"Use pain as a stepping stone, not a camp ground."
118,"All limits exist only in the mind, and it is only in the mind that they can be overcome."
119,You empower what you fight.You withdraw power from what you release.
120,"Sometimes when things seem to be going wrong, they are going right for reasons you are yet to understand."
121,The people who are successful are those who are grateful for everything they have.
122,To think you know what is best for another person is an industrial-strength ego trip.
123,Life has meaning only if you do what is meaningful to you.
124,Quit planning your dream and start living it.
125,
126,"Life is not a problem to be solved, but an experience to be had."
127,"By replacing fear of the unknown with curiosity we open ourselves up to an infinite stream of possibility. We can let fear rule our lives or we can become childlike with curiosity, pushing our boundaries, leaping out of our comfort zones, and accepting what life puts before us."
128,
129,
130,Waking up to who you are requires letting go of who you imagine yourself to be
131,Stop measuring days by degree of productivity and start experiencing them by degree of presence.
132,"We are living in a culture entirely hypnotized by the illusion of time, in which the so-called present moment is felt as nothing but an infinitesimal hairline between a causative past and an absorbingly important future. We have no present. Our consciousness is almost completely preoccupied with memory and expectation. We do not realize that there never was, is, nor will be any other experience than present experience. We are therefore out of touch with reality."
133,You are the universe experiencing itself.
134,"By going out of your mind, you come to your senses"
135,People sometimes fail to live because they are always preparing to live.
136,"The future is a concept, it doesn't exist. There is no such thing as tomorrow. There never will be, because time is always now. That's one of the things we discover when we stop talking to ourselves and stop thinking. We find there is only present, only an eternal now."
137,Problems that remain persistently insoluble should always be suspected as questions asked in the wrong way.
138,All that you see out in front of you is how you feel inside your head.
139,The sound of the rain needs no translation.
140,"The only way to make sense out of change is to plunge into it, move with it, and join the dance."
141,"Through our eyes, the universe is perceiving itself. Through our ears, the universe is listening to its harmonies. We are the witnesses through which the universe becomes conscious of its glory, of its magnificence."
142,Trying to define yourself is like trying to bite your own teeth.
143,"To go out of your mind at least once a day is tremendously important. By going out of your mind, you come to your senses."
144,"You must not be afraid of playing wrong notes. Just forget it, play it wrong! But play!"
145,"We must abandon completely the notion of blaming the past for any kind of situation we're in and reverse our thinking and see that the past always flows back from the present. That now is the creative point of life. So you see it's like the idea of forgiving somebody, you change the meaning of the past by doing that...Also, watch the flow of music. The melody as its expressed is changed by notes that come later. Just as the meaning of a sentence...you wait till later to find out what the sentence means...The present is always changing the past."
146,We see what we believe rather than what we see.
147,Everything in the world is gloriously meaningless.
148,The meaning of life is just to be alive. It is so plain and so obvious and so simple.
149,"Never pretend to a love which you do not actually feel, for love is not ours to command."
150,
151,Je puis nier une chose sans me croire obligé de la salir ou de retirer aux autres le droit d'y croire.
152,The only way to deal with an unfree world is to become so absolutely free that your very existence is an act of rebellion.
153,"Life is meaningless, but worth living, provided you recognize it's meaningless."
154,"Life is a sum of all your choices"". So, what are you doing today?"
155,"Sometimes, carrying on, just carrying on, is the superhuman achievement."
156,"My dear, In the midst of hate, I found there was, within me, an invincible love. In the midst of tears, I found there was, within me, an invincible smile. In the midst of chaos, I found there was, within me, an invincible calm. I realized, through it all, that… In the midst of winter, I found there was, within me, an invincible summer. And that makes me happy. For it says that no matter how hard the world pushes against me, within me, there’s something stronger – something better, pushing right back. Truly yours, Albert Camus"
157,
158,
159,"Always go too far, because that's where you'll find the truth"
160,"The realization that life is absurd cannot be an end, but only a beginning."
161,The welfare of the people in particular has always been the alibi of tyrants.
162,The greatness of man lies in his decision to be stronger than his condition.
163,"The Four Conditions of Happiness: Life in the open air, Love for another being,Freedom from ambition,Creation"
164,"I would rather live my life as if there is a God and die to find out there isn't, than live as if there isn't and to die to find out that there is."
165,"Every time I hear a political speech or I read those of our leaders, I am horrified at having, for years, heard nothing which sounded human. It is always the same words telling the same lies. And the fact that men accept this, that the people’s anger has not destroyed these hollow clowns, strikes me as proof that men attribute no importance to the way they are governed; that they gamble – yes, gamble – with a whole part of their life and their so called 'vital interests."
166,Nothing is more despicable than respect based on fear.
167,Integrity needs no rules.
168,
169,"Yes, everything is simple. It's people who complicate things."
170,A symbol always transcends the one who makes use of it and makes him say in reality more than he is aware of expressing.
171,"At 30 a man should know himself like the palm of his hand, know the exact number of his defects and qualities, know how far he can go, foretell his failures - be what he is. And, above all, accept these things."
172,The most important thing you do everyday you live is deciding not to kill yourself.
173,The need to be right is the sign of a vulgar mind.
174,"We must admit that today conformity is on the Left. To be sure, the Right is not brilliant. But the Left is in complete decadence, a prisoner of words, caught in its own vocabulary, capable merely of stereotyped replies, constantly at a loss when faced with truth, from which it nevertheless claimed to derive its laws. The Left is schizophrenic and needs doctoring through pitiless self-criticism, exercise of the heart, close reasoning, and a little modesty."
175,
176,"We are slowed down sound and light waves, a walking bundle of frequencies tuned into the cosmos. We are souls dressed up in sacred biochemical garments and our bodies are the instruments through which our souls play their music."
177,The difference between stupidity and genius is that genius has its limits.
178,We can't solve today's problems with the mentality that created them.
179,"Where you see difficulty, I see opportunity."
180,
181,"The world will not be destroyed by those who do evil, but by those who watch them without doing anything."
182,
183,Information is not knowledge. The only source of knowledge is experience. You need experience to gain wisdom.
184,"I believe we are here to do good. It is the responsibility of every human being to aspire to do something worthwhile, to make the world a better place than the one we found."
185,Insanity: doing the same thing over and over again and expecting different results.
186,"A problem defined, is a problem half solved."
187,Failure is success in progress
188,"God did not create evil. Just as darkness is the absence of light, evil is the absence of God."
189,Don't listen to the person who has the answers; listen to the person who has the questions.
190,"What you can't imagine, you can't discover."
191,
192,Knowledge is realizing that the street is one way; wisdom is looking in both directions anyway.
193,"Knowledge and ego are directly related. the less knowledge, the greater the ego"
194,Men marry women with the hope they will never change. Women marry men with the hope they will change. Invariably they are both disappointed.
195,A ship is always safe at the shore - but that is NOT what it is built for.
196,
197,Logic can take you from point A to point B. Imagination can take you wherever you want
198,"The more I study science, the more I believe in God."
199,
200,
201,
202,
203,
204,
205,"Eventually all things fall into place. Until then, laugh at the confusion, live for the moments, and know EVERYTHING HAPPENS FOR A REASON."
206,A good example has twice the value of good advice
207,"The only thing of importance, when we depart, will be the traces of love we have left behind."
208,"Wherever you turn, you can find someone who needs you. Even if it is a little thing, do something for which there is no pay but the privilege of doing it. Remember, you don't live in a world all of your own"
209,
210,"If you own something you cannot give away, then you don't own it, it owns you."
211,"At that point in life where your talent meets the needs of the world, that is where God wants you to be."
212,The path of awakening is not about becoming who you are. Rather it is about unbecoming who you are not.
213,The awareness that we are all human beings together has become lost in war and through politics.
214,Happiness is the only thing that multiplies when you share it.
215,"Constant kindness can accomplish much. As the sun makes ice melt, kindness causes misunderstanding, mistrust, and hostility to evaporate."
216,"The true worth of a man is not to be found in man himself, but in the colours and textures that come alive in others."
217,The great secret of success is to go through life as a man who never gets used to failing.
218,Let your life be your argument.
219,There are two means of refuge from the miseries of life: music and cats.
220,"At 20 everyone has the face that God gave them, at 40 the face that life gave them, and at 60 the face they earned."
221,Happiness is nothing more than good health and a bad memory.
222,Man can no longer live his life for himself alone. We realize that all life is valuable and that we are united to all this life. From this knowledge comes our spiritual relationship to the universe.
223,"Life becomes harder for us when we live for others, but it also becomes richer and happier."
224,"An optimist is a person who sees a green light everywhere, while a pessimist sees only the red stoplight... the truly wise person is colorblind."
225,
226,"There will be, in the next generation or so, a pharmacological method of making people love their servitude, and producing dictatorship without tears, so to speak, producing a kind of painless concentration camp for entire societies, so that people will in fact have their liberties taken away from them, but will rather enjoy it."
227,"The victim of mind-manipulation does not know that he is a victim. To him, the walls of his prison are invisible, and he believes himself to be free."
228,The deepest sin against the human mind is to believe things without evidence.
229,Medical science has made such tremendous progress that there is hardly a healthy human left.
230,Never have so many been manipulated so much by so few.
231,"The surest way to work up a crusade in favor of some good cause is to promise people they will have a chance of maltreating someone. To be able to destroy with good conscience, to be able to behave badly and call your bad behavior 'righteous indignation' — this is the height of psychological luxury, the most delicious of moral treats."
232,Facts do not cease to exist because they are ignored.
233,"It's dark because you are trying too hard. Lightly child, lightly. Learn to do everything lightly. Yes, feel lightly even though you're feeling deeply. Just lightly let things happen and lightly cope with them. So throw away your baggage and go forward. There are quicksands all about you, sucking at your feet, trying to suck you down into fear and self-pity and despair. That's why you must walk so lightly. Lightly my darling."
234,The propagandist's purpose is to make one set of people forget that certain other sets of people are human.
235,
236,
237,"This Power Elite directly employs several millions of the country´s working force in its factories, offices and stores, controls many millions more by lending them the money to buy its products, and, through its ownership of the media of mass communication, influences the thoughts, the feelings and the actions of virtually everybody. To parody the words of W. Churchill, never have so many been manipulated so much by few."
238,"Assembled in a crowd, people lose their powers of reasoning and their capacity for moral choice."
239,"The real hopeless victims of mental illness are to be found among those who appear to be most normal. Many of them are normal because they are so well adjusted to our mode of existence, because their human voice has been silenced so early in their lives that they do not even struggle or suffer or develop symptoms as the neurotic does. They are normal not in what may be called the absolute sense of the word; they are normal only in relation to a profoundly abnormal society."
240,Technological progress has merely provided us with more efficient means for going backwards.
241,"When the sun rises, it rises for everyone."
242,life is short and information endless: nobody has time for everything
243,"The secret of genius is to carry the spirit of the child into old age, which mean never losing your enthusiasm."
244,"Love casts out fear; but conversely fear casts out love. And not only love. Fear also casts out intelligence, casts out goodness, casts out all thought of beauty and truth."
245,"... the greater part of the population is not very intelligent, dreads responsibility, and desires nothing better than to be told what to do. Provided the rulers do not interfere with its material comforts and its cherished beliefs, it is perfectly happy to let itself be ruled."
246,
247,"The more you know, the more you see"
248,"You shall know the truth, and the truth shall make you mad."
249,"Liberty, as we all know, cannot flourish in a country that is permanently on a war footing, or even a near war footing. Permanent crisis justifies permanent control of everybody and everything by the agencies of central government."
250,
251,
252,
253,The only difference between success and failure is the ability to take action.
254,The achievement of one goal should be the starting point of another.
255,"Don't keep forever on the public road, going only where others have gone and following one after the other like a flock of sheep. Leave the beaten track occasionally and dive into the woods."
256,
257,Concentrate all your thoughts upon the work at hand. The sun's rays do not burn until brought to a focus.
258,"You cannot force ideas. Successful ideas are the result of slow growth. Ideas do not reach perfection in a day, no matter how much study is put upon them."
259,Sometimes we stare so long at a door that is closing that we see too late the one that is open.
260,"A man, as a general rule, owes very little to what he is born with - a man is what he makes of himself."
261,"I have travelled around the globe. I have seen the Canadian and American Rockies, the Andes, the Alps and the Highlands of Scotland, but for simple beauty, Cape Breton outrivals them all!"
262,It is the man who carefully advances step by step...who is bound to succeed in the greatest degree.
263,There are two critical points in every aerial flight-its beginning and its end.
264,What this power is I cannot say; all I know is that it exists and it becomes available only when a man is in that state of mind in which he knows exactly what he wants and is fully determined not to quit until he finds it.
265,One day every major city in America will have a telephone.
266,God has strewn our paths with wonders and we certainly should not go through life with our eyes shut
267,"Observe, Remember, Compare."
268,The most successful men in the end are those whose success is the result of steady accretion.
269,"First words on the first telephone - ""Mr. Watson - come here - I want to see you."""
270,"Don't keep forever on the public road, going only where others have gone. Leave the beaten track occasionally and dive into the woods. You will be certain to find something you have never seen before. Of course it will be a little thing, but do not ignore it. One discovery will lead to another, and before you know it, you will have something worth thinking about to occupy your mind, and really big discoveries are the result of thought."
271,"The inventor is a man who looks around upon the world and is not contented with things as they are. He wants to improve whatever he sees, he wants to benefit the world; he is haunted by an idea. The spirit of invention possesses him, seeking materialization."
272,"When one door closes, another one opens."
273,"We are all too much inclined, I think, to walk through life with our eyes shut. There are things all round us and right at our very feet that we have never seen, because we have never really looked."
274,Night is a more quiet time to work. It aids thought.
275,
276,No barrier was strong enough to keep out the movement of time.
277,You are only worthy of what you prove yourself to be.
278,"Love is worth the sum of itself, and nothing more."
279,"It's not finding what's lost, it's understanding what you've found."
280,"Every problem has a solution, although it may not be the outcome that was originally hoped for or expected."
281,Pride is a funny thing; it can make what is truly worthless appear to be a treasure.
282,Just because something is unspoken doesn't mean that it disappears.
283,The weak are cruel. The strong have no need to be.
284,"Do you ever just put your arms out and just spin and spin and spin? Well, that's what love is like; everything inside of you tells you to stop before you fall, but for some reason you just keep going."
285,"Once you know some things, you can't unknow them. It's a burden that can never be given away."
286,"Some things, however, are true no matter how hard you might try to block them out,
and a lie is always a lie, no matter how prettily told. Some doors, once they're opened,
can never be closed again, just as some trust, once it's been lost, can never be won back."
287,"Do what you want, do what you will, do what you have to, do what you think you cannot."
288,"It doesn't matter what people tell you. It doesn't matter what they might say. Sometimes you have to leave home. Sometimes, running away means you're headed in the exact right direction."
289,Here's the thing about luck...you don't know if it's good or bad until you have some perspective.
290,Books may well be the only true magic.
291,"Some people say, 'Save yourself and you save your ways.' I say, 'Be yourself and you save your soul."
292,"Sometimes, running away means you're headed in the exact right direction."
293,Sometimes the right thing feels all wrong until it is over and done with.
294,You can't dispute the ridiculous. You can't argue reasonably with evil.
295,"If we had paid attention, we would have understood there are some things in this world you cannot outrun."
296,"Still anyone who trusts a serpent deserves its bite. The wise see a creature for what it is, not what it says it may be."
297,No one knows you like a person with whom you've shared a childhood. No one will ever understand you in quite the same way.
298,"This was what it meant to be human, to know that time moved and all things changed."
299,"My theory is that everyone at one time or another has been at the fringe of society in some way: an outcast in high school, a stranger in a foreign country, the best at something, the worst at something, the one who's different. Being an outsider is the one thing we all have in common."
300,
301,The most common way people give up their power is by thinking they don't have any.
302,
303,"Whenever you are creating beauty around you, you are restoring your own soul."
304,
305,
306,Every small positive change we make in ourselves repays us in confidence in the future.
307,"I don’t need a certain number of friends, just a number of friends I can be certain of."
308,"To acknowledge our ancestors means we are aware that we did not make ourselves, that the line stretches all the way back, perhaps to God; or to Gods. We remember them because it is an easy thing to forget: that we are not the first to suffer, rebel, fight, love and die. The grace with which we embrace life, in spite of the pain, the sorrow, is always a measure of what has gone before."
309,"We should learn to accept that change is truly the only thing that's going on always, and learn to ride with it and enjoy it."
310,Activism is the rent I pay for living on this planet.
311,Healing begins where the wound was made.
312,"A writer's heart, a poet's heart, an artist's heart, a musician's heart is always breaking. It is through that broken window that we see the world."
313,"Wherever I have knocked, a door has opened.  Wherever I have wandered, a path has appeared."
314,"What the mind doesn't understand, it worships or fears."
315,The nature of this flower is to bloom.
316,"It must become a right of every person to die of old age. And if we secure this right for ourselves, we can, coincidentally, assure it for the planet."
317,"If you want to have a life that is worth living, a life that expresses your deepest feelings and emotions, and cares and dreams, you have to fight for it."
318,Criticism is painful when it's not done with love.
319,Peace will come wherever it is sincerely invited.
320,In every life there comes a point when you have to make a decision about how you will live.
321,"If art doesn't make us better, then what on earth is it for."
322,we are the ones we have been waiting for
323,"People who work hard often work too hard. ... May we learn to honor the hammock, the siesta, the nap and the pause in all its forms."
324,Don't wait around for other people to be happy for you. Any happiness you get you've got to make yourself.
325,
326,To withhold from living is to die ... the more you give of yourself to life the more life nourishes you.
327,It takes courage to push yourself to places you have never been before... to test your limits... to break through barriers. And the day came when the risk it took to stay tight inside the bud was more painful than the risk it took to blossom.
328,Shame is the lie someone told you about yourself.
329,"My mission, should I choose to accept it, is to find peace with exactly who and what I am. To take pride in my thoughts, my appearance, my talents, my flaws and to stop this incessant worrying that I can’t be loved as I am."
330,Life shrinks or expands in proportion to one's courage.
331,Don't let one cloud obliterate the whole sky.
332,"We do not grow absolutely, chronologically. We grow sometimes in one dimension, and not in another, unevenly. We grow partially. We are relative. We are mature in one realm, childish in another. The past, present, and future mingle and pull us backward, forward, or fix us in the present. We are made of layers, cells, constellations."
333,And the day came when the risk to remain tight in a bud was more painful than the risk it took to blossom.
334,"Love men and women not for their strength but their softness, not for their fullness but their hunger, not for their plenty but their need."
335,"There are many ways to be free. One of them is to transcend reality by imagination, as I try to do."
336,"Each friend represents a world in us, a world not born until they arrive, and it is only by this meeting that a new world is born."
337,"I love the abstract, delicate, profound, vague, voluptuously wordless sensation of living ecstatically."
338,You cannot save people. You can only love them.
339,"""We see the world as 'we' are, not as 'it' is; because it is the ""I"" behind the 'eye' that does the seeing."""
340,"You don't find love, it finds you. It's got a little bit to do with destiny, fate, and what's written in the stars."
341,You fall in love with people's minds.
342,"Pain is something to master, not to wallow in."
343,"When you possess light within, you see it externally."
344,
345,"Each contact with a human being is so rare, so precious, one should preserve it."
346,"In chaos, there is fertility."
347,I’m restless. Things are calling me away. My hair is being pulled by the stars again.
348,"I take pleasure in my transformations. I look quiet and consistent, but few know how many women there are in me."
349,"If I love you it means we share the same fantasies, the same madnesses"
350,
351,"In the end, it's not what you do for your children but what you've taught them to do for themselves."
352,
353,
354,Being interested is more important than being interesting.
355,Keep in mind that the true measure of an individual is how he treats a person who can do him absolutely no good.
356,Maturity is the ability to live in peace with that which we cannot change.
357,"Nobody says you must laugh, but a sense of humor can help you overlook the unattractive, tolerate the unpleasant, cope with the unexpected, and smile through the day."
358,"When life's problems seem overwhelming, look around and see what other people are coping with. You may consider yourself fortunate."
359,Never let an opportunity pass to give a well-deserved compliment.
360,Know yourself. Don't accept your dog's admiration as conclusive evidence that you are wonderful.
361,It is a mark of a superior mind to be able to disagree without being disagreeable.
362,"Imagine you had a bank that each morning credited your account with $1,440 - with one condition: whatever part of the $1,440 you failed to use during the day would be erased from your account, and no balance would be carried over. What would you do? You'd draw out every cent every day and use it to your best advantage. Well, you do have such a bank, and its name is time. Every morning, this bank credits you with 1,440 minutes. And it writes off as forever lost whatever portion you have failed to invest to good purpose."
363,Hanging onto resentment is letting someone you despise live rent-free in your head.
364,Maturity: Be able to stick with a job until it is finished. Be able to bear an injustice without having to get even. Be able to carry money without spending it. Do your duty without being supervised.
365,The real trick is to stay alive as long as you live.
366,"Blessed are they who hold lively conversations with the helplessly mute, for they shall be called dentists."
367,"The real question is why are millions of people so unhappy, so bored, so unfulfilled, that they are willing to drink, snort, inject or inhale any substance that might blot out reality and give them a bit of temporary relief."
368,A successful marriage is not a gift; it is an achievement.
369,Maturity isn't a product of growing older. It's a product of growing wiser.
370,"Let this coming year be better than all the others. Vow to do some of the things you have always wanted to do but could not find the time. Call up a forgotten friend. Drop an old grudge, and replace it with some pleasant memories. Vow not to make a promise you do not think you can keep. Walk tall, and smile more. You will look 10 years younger. Do not be afraid to say, I love you. Say it again. They are the sweetest words in the world."
371,Don't give up. Keep going. there is always a chance that you stumble onto something terrific. I have never heard of anyone stumbling over anything while he was sitting down
372,Don't indulge in gossip. ... People who throw mudballs always manage to end up getting a little on themselves.
373,A man spends the first half of his life learning habits that shorten the other half.
374,Problems are inevitable. Misery is a choice.
375,
376,
377,"Human greatness does not lie in wealth or power, but in character and goodness. People are just people, and all people have faults and shortcomings, but all of us are born with a basic goodness."
378,Our lives are fashioned by our choices. First we make our choices. Then our choices make us.
379,
380,"You can always give something, even if it is only kindness."
381,Look at how a single candle can both defy and define the darkness.
382,
383,"I believe in the sun, even when it rains."
384,"In spite of everything I still believe that people are really good at heart. I simply can’t build up my hopes on a foundation consisting of confusion, misery, and death. I see the world gradually being turned into a wilderness, I hear the ever approaching thunder, which will destroy us too, I can feel the sufferings of millions and yet, if I look up into the heavens, I think that it will all come right, that this cruelty too will end, and that peace and tranquility will return again."
385,"Where there's hope, there's life. It fills us with fresh courage and makes us strong again."
386,
387,"We can't control our destiny, but we can control who we become."
388,"You can always-always-give something, even if it's a simple act of kindness! If everyone were to give in this way and didn't scrimp on kindly words, there would be much more love and justice in the world!"
389,"In the long run, the sharpest weapon of all is a kind and gentle spirit."
390,"The only way to truly know a person is to argue with them. For when they argue in full swing, then they reveal their true character."
391,"How wonderful it is that no one has to wait, but can start right now to gradually change the world!"
392,Everyone has inside of him a piece of good news. The good news is that you don't know how great you can be! How much you can love! What you can accomplish! And what your potential is!
393,"I think a lot, but I don't say much."
394,"The best remedy for those who are afraid, lonely or unhappy is to go outside"
395,"Laziness may appear attractive, but work gives satisfaction."
396,Parents can only advise their children or point them in the right direction. Ultimately people shape their own characters.
397,People who give will never be poor.
398,"How noble and good everyone could be if, every evening before falling asleep, they were to recall to their minds the events of the whole day and consider exactly what has been good and bad. Then without realizing it, you try to improve yourself at the start of each new day."
399,There's one golden rule to keep before you: laugh about everything and don't bother yourself about the others!
400,
401,
402,"The most important relationship we can all have is the one you have with yourself, the most important journey you can take is one of self-discovery. To know yourself, you must spend time with yourself, you must not be afraid to be alone. Knowing yourself is the beginning of all wisdom."
403,Life is only meaningful when we are striving for a goal .
404,"The more you know, the more you know you don't know."
405,The weak are always anxious for justice and equality. The strong pay no heed to either.
406,Educating the mind without educating the heart is no education at all.
407,Courage is the first virtue that makes all other virtues possible.
408,
409,He who cannot be a good follower cannot be a good leader.
410,"Our problem is not that we aim too high and miss, but that we aim too low and hit."
